Seq,Rank,School_url,College,Town,Wiki,Web,Summary
1205,275,/reviews/5457.htm,Southern Illinois University Edwardsville,Edwardsville ...,https://en.wikipedia.org/wiki/Southern_Illinois_University_Edwardsville,https://www.siue.edu,"Founded in 1957,  Southern Illinois University Edwardsville is a non-profit public state higher-education institution located in the suburban setting of the large town of Edwardsville (population range of 10,000-49,999 inhabitants), Illinois.  This institution also has branch campuses in the following locations: Alton, East St. Louis, Carbondale, Springfield. Officially accredited by the Higher Learning Commission, Southern Illinois University Edwardsville (SIUE) is a large (uniRank enrollment range: 15,000-19,999 students) coeducational US higher education institution. Southern Illinois University Edwardsville (SIUE) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 63 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  SIUE also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1206,109,/reviews/6672.htm,Southern Methodist University,Dallas,https://en.wikipedia.org/wiki/Southern_Methodist_University,https://www.smu.edu,"Established in 1911,  Southern Methodist University is a non-profit private higher-education institution located in the suburban setting of the metropolis of Dallas (population range of 1,000,000-5,000,000 inhabitants), Texas.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern Methodist University (SMU) is a large (uniRank enrollment range: 10,000-14,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Southern Methodist University (SMU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 109 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SMU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1207,1070,/reviews/6371.htm,Southern Nazarene University,Bethany ...,https://en.wikipedia.org/wiki/Southern_Nazarene_University,https://www.snu.edu,"Founded in 1899,  Southern Nazarene University is a non-profit private higher-education institution located in the suburban setting of the large town of Bethany (population range of 10,000-49,999 inhabitants), Oklahoma.  This institution also has a branch campus in Oklahoma City. Officially accredited by the Higher Learning Commission, Southern Nazarene University (SNU) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Evangelical religion. Southern Nazarene University (SNU) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SNU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1208,142,/reviews/5993.htm,Southern New Hampshire University,Manchester,https://en.wikipedia.org/wiki/Southern_New_Hampshire_University,https://www.snhu.edu,"Founded in 1932,  Southern New Hampshire University is a non-profit private higher-education institution located in the urban setting of the small city of Manchester (population range of 50,000-249,999 inhabitants), New Hampshire.   Officially accredited by the New England Commission of Higher Education, Southern New Hampshire University (SNHU) is a very large (uniRank enrollment range: over-45,000 students) coeducational US higher education institution. Southern New Hampshire University (SNHU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 88 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SNHU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1209,545,/reviews/6400.htm,Southern Oregon University,Ashland ...,https://en.wikipedia.org/wiki/Southern_Oregon_University,https://sou.edu,"Established in 1926,  Southern Oregon University is a non-profit public state higher-education institution located in the suburban setting of the large town of Ashland (population range of 10,000-49,999 inhabitants), Oregon.  This institution also has a branch campus in Medford. Officially accredited by the Northwest Commission on Colleges and Universities, Southern Oregon University (SOU) is a medium-sized (uniRank enrollment range: 7,000-7,999 students) coeducational US higher education institution. Southern Oregon University (SOU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 94 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  SOU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1210,800,/reviews/5631.htm,Southern University and A&M College,Baton Rouge,https://en.wikipedia.org/wiki/Southern_University,https://www.subr.edu,"Founded in 1880,  Southern University and A&M College is a non-profit public state higher-education institution located in the urban setting of the small city of Baton Rouge (population range of 50,000-249,999 inhabitants), Louisiana.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern University and A&M College (SUBR) is a medium-sized (uniRank enrollment range: 6,000-6,999 students) coeducational US higher education institution. Southern University and A&M College (SUBR) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 140 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International students are welcome to apply for enrollment.  SUBR also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1211,1344,/reviews/5632.htm,Southern University at New Orleans,New Orleans,https://en.wikipedia.org/wiki/Southern_University_at_New_Orleans,https://www.suno.edu,"Established in 1956,  Southern University at New Orleans is a non-profit public state higher-education institution located in the urban setting of the medium city of New Orleans (population range of 250,000-499,999 inhabitants), Louisiana.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern University at New Orleans (SUNO) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution. Southern University at New Orleans (SUNO) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 64 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution.  SUNO also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
1212,1590,/reviews/16912.htm,Southern University Law Center,Baton Rouge,https://en.wikipedia.org/wiki/Southern_University_Law_Center,https://www.sulc.edu,"Established in 1947,  Southern University Law Center is a non-profit public state specialized higher-education institution located in the urban setting of the small city of Baton Rouge (population range of 50,000-249,999 inhabitants), Louisiana.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern University Law Center  is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. Southern University Law Center offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  Southern University Law Center also provides several academic and non-academic facilities and services to students including a library,  study abroad and exchange programs,  as well as administrative services."
1213,548,/reviews/6736.htm,Southern Utah University,Cedar City,https://en.wikipedia.org/wiki/Southern_Utah_University,https://www.suu.edu,"Established in 1897,  Southern Utah University is a non-profit public state higher-education institution located in the rural setting of the large town of Cedar City (population range of 10,000-49,999 inhabitants), Utah.   Officially accredited by the Northwest Commission on Colleges and Universities, Southern Utah University (SUU) is a large (uniRank enrollment range: 15,000-19,999 students) coeducational US higher education institution. Southern Utah University (SUU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 123 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  SUU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1214,1311,/reviews/16913.htm,Southern Virginia University,Buena Vista,https://en.wikipedia.org/wiki/Southern_Virginia_University,https://svu.edu,"Founded in 1867,  Southern Virginia University is a non-profit private liberal arts higher-education institution located in the rural setting of the medium town of Buena Vista (population range of 2,500-9,999 inhabitants), Virginia.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern Virginia University (SVU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution. Southern Virginia University (SVU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 153 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SVU also provides several academic and non-academic facilities and services to students including a library,  housing,  study abroad and exchange programs,  as well as administrative services."
1215,1381,/reviews/6560.htm,Southern Wesleyan University,Central,https://en.wikipedia.org/wiki/Southern_Wesleyan_University,https://www.swu.edu,"Established in 1906,  Southern Wesleyan University is a non-profit private higher-education institution located in the suburban setting of the medium town of Central (population range of 2,500-9,999 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southern Wesleyan University (SWU) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Southern Wesleyan University (SWU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 114 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SWU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1216,1363,/reviews/5926.htm,Southwest Baptist University,Bolivar ...,https://en.wikipedia.org/wiki/Southwest_Baptist_University,https://www.sbuniv.edu,"Established in 1878,  Southwest Baptist University is a non-profit private higher-education institution located in the rural setting of the large town of Bolivar (population range of 10,000-49,999 inhabitants), Missouri.  This institution also has branch campuses in the following locations: Springfield, Salem, Mountain View. Officially accredited by the Higher Learning Commission, Southwest Baptist University (SBU) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational US higher education institution formally affiliated with the Christian-Baptist religion. Southwest Baptist University (SBU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 142 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  SBU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1217,1064,/reviews/5856.htm,Southwest Minnesota State University,Marshall,https://en.wikipedia.org/wiki/Southwest_Minnesota_State_University,https://www.smsu.edu,"Established in 1963,  Southwest Minnesota State University is a non-profit public state higher-education institution located in the rural setting of the large town of Marshall (population range of 10,000-49,999 inhabitants), Minnesota.   Officially accredited by the Higher Learning Commission, Southwest Minnesota State University (SMSU) is a medium-sized (uniRank enrollment range: 8,000-8,999 students) coeducational US higher education institution. Southwest Minnesota State University (SMSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 57 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  SMSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1218,1189,/reviews/6674.htm,Southwestern Adventist University,Keene,https://en.wikipedia.org/wiki/Southwestern_Adventist_University,https://www.swau.edu,"Established in 1893,  Southwestern Adventist University is a non-profit private multidisciplinary higher-education institution located in the suburban setting of the medium town of Keene (population range of 2,500-9,999 inhabitants), Texas.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southwestern Adventist University (SWAU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Adventist religion. Southwestern Adventist University (SWAU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 127 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SWAU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1219,1550,/reviews/6675.htm,Southwestern Assemblies of God University,Waxahachie,https://en.wikipedia.org/wiki/Southwestern_Assemblies_of_God_University,https://www.sagu.edu,"Founded in 1927,  Southwestern Assemblies of God University is a non-profit private higher-education institution located in the suburban setting of the large town of Waxahachie (population range of 10,000-49,999 inhabitants), Texas.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southwestern Assemblies of God University (SAGU) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Pentecostal religion. Southwestern Assemblies of God University (SAGU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 93 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  SAGU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
1220,1701,/reviews/6372.htm,Southwestern Christian University,Bethany ...,https://en.wikipedia.org/wiki/Southwestern_Christian_University,https://swcu.edu,"Established in 1946,  Southwestern Christian University is a non-profit private multidisciplinary higher-education institution located in the suburban setting of the large town of Bethany (population range of 10,000-49,999 inhabitants), Oklahoma.  This institution also has a branch campus in Tulsa. Officially accredited by the Higher Learning Commission, Southwestern Christian University (SCU) is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution formally affiliated with the Christian-Pentecostal religion. Southwestern Christian University (SCU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 74 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  SCU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
1221,999,/reviews/5580.htm,Southwestern College,Winfield,https://en.wikipedia.org/wiki/Southwestern_College_(Kansas),https://www.sckans.edu,"Established in 1885,  Southwestern College is a non-profit private higher-education institution located in the rural setting of the large town of Winfield (population range of 10,000-49,999 inhabitants), Kansas.   Officially accredited by the Higher Learning Commission, Southwestern College (SC) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Southwestern College (SC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 135 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1222,1720,/reviews/6036.htm,"Southwestern College, Santa Fe",Santa Fe,"https://en.wikipedia.org/wiki/Southwestern_College_(Santa_Fe,_New_Mexico)",https://www.swc.edu,"Established in 1979,  Southwestern College, Santa Fe is a non-profit private specialized higher-education institution located in the suburban setting of the small city of Santa Fe (population range of 50,000-249,999 inhabitants), New Mexico.   Officially accredited by the Higher Learning Commission, Southwestern College, Santa Fe (SWC) is a very small (uniRank enrollment range: under-250 students) coeducational US higher education institution. Southwestern College, Santa Fe (SWC) offers courses and programs leading to officially recognized higher education degrees such as master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  The admission rate range is 80-90% making this US higher education organization a least selective institution.  SWC also provides several academic and non-academic facilities and services to students including a library,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
1223,936,/reviews/11676.htm,Southwestern Law School,Los Angeles,https://en.wikipedia.org/wiki/Southwestern_Law_School,https://www.swlaw.edu,"Established in 1911,  Southwestern Law School is a non-profit private specialized higher-education institution located in the urban setting of the large metropolis of Los Angeles (population range of over 5,000,000 inhabitants), California.   Officially accredited by the American Bar Association, Council of the Section of Legal Education and Admissions to the Bar, Southwestern Law School  is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. Southwestern Law School offers courses and programs leading to officially recognized higher education degrees such as master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 109 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 20-30% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  Southwestern Law School also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  as well as administrative services."
1224,1034,/reviews/6373.htm,Southwestern Oklahoma State University,Weatherford ...,https://en.wikipedia.org/wiki/Southwestern_Oklahoma_State_University,https://www.swosu.edu,"Founded in 1901,  Southwestern Oklahoma State University is a non-profit public state higher-education institution located in the rural setting of the large town of Weatherford (population range of 10,000-49,999 inhabitants), Oklahoma.  This institution also has a branch campus in Sayre. Officially accredited by the Higher Learning Commission, Southwestern Oklahoma State University (SWOSU) is a medium-sized (uniRank enrollment range: 6,000-6,999 students) coeducational US higher education institution. Southwestern Oklahoma State University (SWOSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 119 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  SWOSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1225,646,/reviews/6677.htm,Southwestern University,Georgetown,https://en.wikipedia.org/wiki/Southwestern_University,https://www.southwestern.edu,"Founded in 1840,  Southwestern University is a non-profit private liberal arts higher-education institution located in the suburban setting of the large town of Georgetown (population range of 10,000-49,999 inhabitants), Texas.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Southwestern University (SU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Southwestern University (SU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 180 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  SU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
1226,1183,/reviews/5607.htm,Spalding University,Louisville,https://en.wikipedia.org/wiki/Spalding_University,https://spalding.edu,"Founded in 1814,  Spalding University is a non-profit private higher-education institution located in the suburban setting of the large city of Louisville (population range of 500,000-1,000,000 inhabitants), Kentucky.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Spalding University (Spalding) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Catholic religion. Spalding University (Spalding) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 206 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  Spalding also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1227,534,/reviews/5354.htm,Spelman College,Atlanta,https://en.wikipedia.org/wiki/Spelman_College,https://www.spelman.edu,"Established in 1881,  Spelman College is a non-profit private liberal arts higher-education institution located in the urban setting of the medium city of Atlanta (population range of 250,000-499,999 inhabitants), Georgia.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Spelman College  is a small (uniRank enrollment range: 2,000-2,999 students) women only US higher education institution. Spelman College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 139 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 30-40% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  Spelman College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
1228,914,/reviews/5819.htm,Spring Arbor University,Spring Arbor,https://en.wikipedia.org/wiki/Spring_Arbor_University,https://www.arbor.edu,"Founded in 1873,  Spring Arbor University is a non-profit private higher-education institution located in the suburban setting of the medium town of Spring Arbor (population range of 2,500-9,999 inhabitants), Michigan.   Officially accredited by the Higher Learning Commission, Spring Arbor University (SAU) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. Spring Arbor University (SAU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 147 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SAU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1229,911,/reviews/4939.htm,Spring Hill College,Mobile,https://en.wikipedia.org/wiki/Spring_Hill_College,https://www.shc.edu,"Founded in 1830,  Spring Hill College is a non-profit private liberal arts higher-education institution located in the urban setting of the small city of Mobile (population range of 50,000-249,999 inhabitants), Alabama.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Spring Hill College (SHC) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Catholic religion. Spring Hill College (SHC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 190 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SHC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1230,759,/reviews/5747.htm,Springfield College,Springfield,https://en.wikipedia.org/wiki/Springfield_College_(Massachusetts),https://springfield.edu,"Founded in 1885,  Springfield College is a non-profit private higher-education institution located in the urban setting of the small city of Springfield (population range of 50,000-249,999 inhabitants), Massachusetts.   Officially accredited by the New England Commission of Higher Education, Springfield College (SC) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution. Springfield College (SC) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 135 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  SC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
1231,1625,/reviews/6244.htm,St Andrews University,Laurinburg,https://en.wikipedia.org/wiki/St._Andrews_University_(North_Carolina),https://www.sa.edu,"Established in 1958,  St Andrews University is a non-profit private multidisciplinary higher-education institution located in the suburban setting of the large town of Laurinburg (population range of 10,000-49,999 inhabitants), North Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, St Andrews University (SAU) is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution formally affiliated with the Christian-Presbyterian religion. St Andrews University (SAU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 62 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SAU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
1232,809,/reviews/16914.htm,St John's College,Annapolis ...,,https://www.sjc.edu,"Established in 1696,  St John's College is a non-profit private liberal arts higher-education institution located in the suburban setting of the large town of Annapolis (population range of 10,000-49,999 inhabitants), Maryland.  This institution also has a branch campus in Santa Fe. Officially accredited by the Middle States Commission on Higher Education, St John's College (SJC) is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. St John's College (SJC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 324 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  SJC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  as well as administrative services."
